base_term,term,field,count,quoted_count,quoted_phrase_found,query_translation
Fernandez-Loeb Plot,"""Plot of Fernandez Loeb""",title/abstract,2,0,False,Plot[Title/Abstract] AND Fernandez[Title/Abstract] AND Loeb[Title/Abstract]
Fernandez-Loeb Plot,"""Plot of Fernandez-Loeb""",title/abstract,1,0,False,Plot[Title/Abstract] AND Fernandez-Loeb[Title/Abstract]
Feser Lactoscope,"""Feser Lactoscope""",title/abstract,0,0,False,Feser[Title/Abstract] AND Lactoscope[Title/Abstract]
Feser Lactoscope,"""Feser's Lactoscope""",title/abstract,1,0,False,Lactoscope[Title/Abstract]
Feser Lactoscope,"""Lactoscope of Feser""",title/abstract,0,0,False,Lactoscope[Title/Abstract] AND Feser[Title/Abstract]
Flegg method,"""Flegg method""",title/abstract,3,0,False,Flegg[Title/Abstract] AND method[Title/Abstract]
Flegg method,"""Flegg's method""",title/abstract,2134555,0,False,method[Title/Abstract]
Flegg method,"""method of Flegg""",title/abstract,3,0,False,method[Title/Abstract] AND Flegg[Title/Abstract]
Fleishl test,"""Fleishl test""",title/abstract,0,0,False,Fleishl[Title/Abstract] AND test[Title/Abstract]
Fleishl test,"""Fleishl's test""",title/abstract,1489563,0,False,test[Title/Abstract]
Fleishl test,"""test of Fleishl""",title/abstract,0,0,False,test[Title/Abstract] AND Fleishl[Title/Abstract]
Fleitmann Test,"""Fleitmann Test""",title/abstract,0,0,False,Fleitmann[Title/Abstract] AND Test[Title/Abstract]
Fleitmann Test,"""Fleitmann's Test""",title/abstract,1489563,0,False,Test[Title/Abstract]
Fleitmann Test,"""Test of Fleitmann""",title/abstract,0,0,False,Test[Title/Abstract] AND Fleitmann[Title/Abstract]
Fokker-Salkowski Method,"""Fokker-Salkowski Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker Salkowski Method""",title/abstract,0,0,False,Fokker[Title/Abstract] AND Salkowski[Title/Abstract] AND Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker and Salkowski Method""",title/abstract,0,0,False,Fokker[Title/Abstract] AND Salkowski[Title/Abstract] AND Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker's and Salkowski's Method""",title/abstract,1,0,False,Salkowski's[Title/Abstract] AND Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker and Salkowski's Method""",title/abstract,0,0,False,Fokker[Title/Abstract] AND Salkowski's[Title/Abstract] AND Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker Salkowski's Method""",title/abstract,0,0,False,Fokker[Title/Abstract] AND Salkowski's[Title/Abstract] AND Method[Title/Abstract]
Fokker-Salkowski Method,"""Fokker-Salkowski's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Fokker-Salkowski Method,"""Method of Fokker and Salkowski""",title/abstract,0,0,False,Method[Title/Abstract] AND Fokker[Title/Abstract] AND Salkowski[Title/Abstract]
Fokker-Salkowski Method,"""Method of Fokker Salkowski""",title/abstract,0,0,False,Method[Title/Abstract] AND Fokker[Title/Abstract] AND Salkowski[Title/Abstract]
Fokker-Salkowski Method,"""Method of Fokker-Salkowski""",title/abstract,2134555,0,False,Method[Title/Abstract]
Folin-Ciocalteu Method,"""Folin-Ciocalteu Method""",title/abstract,412,412,True,"""Folin-Ciocalteu Method""[Title/Abstract]"
Folin-Ciocalteu Method,"""Folin Ciocalteu Method""",title/abstract,412,412,True,"""Folin Ciocalteu Method""[Title/Abstract]"
Folin-Ciocalteu Method,"""Folin and Ciocalteu Method""",title/abstract,754,0,False,Folin[Title/Abstract] AND Ciocalteu[Title/Abstract] AND Method[Title/Abstract]
Folin-Ciocalteu Method,"""Folin's and Ciocalteu's Method""",title/abstract,0,0,False,Folin's[Title/Abstract] AND Ciocalteu's[Title/Abstract] AND Method[Title/Abstract]
Folin-Ciocalteu Method,"""Folin and Ciocalteu's Method""",title/abstract,55,0,False,Folin[Title/Abstract] AND Ciocalteu's[Title/Abstract] AND Method[Title/Abstract]
Folin-Ciocalteu Method,"""Folin Ciocalteu's Method""",title/abstract,26,26,True,"""Folin Ciocalteu's Method""[Title/Abstract]"
Folin-Ciocalteu Method,"""Folin-Ciocalteu's Method""",title/abstract,26,26,True,"""Folin-Ciocalteu's Method""[Title/Abstract]"
Folin-Ciocalteu Method,"""Method of Folin and Ciocalteu""",title/abstract,754,0,False,Method[Title/Abstract] AND Folin[Title/Abstract] AND Ciocalteu[Title/Abstract]
Folin-Ciocalteu Method,"""Method of Folin Ciocalteu""",title/abstract,754,0,False,Method[Title/Abstract] AND Folin[Title/Abstract] AND Ciocalteu[Title/Abstract]
Folin-Ciocalteu Method,"""Method of Folin-Ciocalteu""",title/abstract,750,0,False,Method[Title/Abstract] AND Folin-Ciocalteu[Title/Abstract]
Folin-Denis Reagent,"""Folin-Denis Reagent""",title/abstract,4,0,False,Folin-Denis[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin Denis Reagent""",title/abstract,5,0,False,Folin[Title/Abstract] AND Denis[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin and Denis Reagent""",title/abstract,5,0,False,Folin[Title/Abstract] AND Denis[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin's and Denis' Reagent""",title/abstract,0,0,False,Folin's[Title/Abstract] AND Denis'[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin's and Denis's Reagent""",title/abstract,0,0,False,Folin's[Title/Abstract] AND Denis's[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin and Denis' Reagent""",title/abstract,0,0,False,Folin[Title/Abstract] AND Denis'[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin Denis' Reagent""",title/abstract,0,0,False,Folin[Title/Abstract] AND Denis'[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin-Denis' Reagent""",title/abstract,53844,0,False,Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin and Denis's Reagent""",title/abstract,0,0,False,Folin[Title/Abstract] AND Denis's[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin Denis's Reagent""",title/abstract,0,0,False,Folin[Title/Abstract] AND Denis's[Title/Abstract] AND Reagent[Title/Abstract]
Folin-Denis Reagent,"""Folin-Denis's Reagent""",title/abstract,53844,0,False,Reagent[Title/Abstract]
Folin-Denis Reagent,"""Reagent of Folin and Denis""",title/abstract,5,0,False,Reagent[Title/Abstract] AND Folin[Title/Abstract] AND Denis[Title/Abstract]
Folin-Denis Reagent,"""Reagent of Folin Denis""",title/abstract,5,0,False,Reagent[Title/Abstract] AND Folin[Title/Abstract] AND Denis[Title/Abstract]
Folin-Denis Reagent,"""Reagent of Folin-Denis""",title/abstract,4,0,False,Reagent[Title/Abstract] AND Folin-Denis[Title/Abstract]
Folin Reagent,"""Folin Reagent""",title/abstract,20,20,True,"""Folin Reagent""[Title/Abstract]"
Folin Reagent,"""Folin's Reagent""",title/abstract,10,10,True,"""Folin's Reagent""[Title/Abstract]"
Folin Reagent,"""Reagent of Folin""",title/abstract,479,0,False,Reagent[Title/Abstract] AND Folin[Title/Abstract]
Folin Method,"""Folin Method""",title/abstract,21,21,True,"""Folin Method""[Title/Abstract]"
Folin Method,"""Folin's Method""",title/abstract,7,7,True,"""Folin's Method""[Title/Abstract]"
Folin Method,"""Method of Folin""",title/abstract,1105,0,False,Method[Title/Abstract] AND Folin[Title/Abstract]
Folin Phenol Reagent,"""Folin Phenol Reagent""",title/abstract,14,14,True,"""Folin Phenol Reagent""[Title/Abstract]"
Folin Phenol Reagent,"""Folin's Phenol Reagent""",title/abstract,4,4,True,"""Folin's Phenol Reagent""[Title/Abstract]"
Folin Phenol Reagent,"""Phenol Reagent of Folin""",title/abstract,114,0,False,Phenol[Title/Abstract] AND Reagent[Title/Abstract] AND Folin[Title/Abstract]
Folin-Wu Method,"""Folin-Wu Method""",title/abstract,8,8,True,"""Folin-Wu Method""[Title/Abstract]"
Folin-Wu Method,"""Folin Wu Method""",title/abstract,8,8,True,"""Folin Wu Method""[Title/Abstract]"
Folin-Wu Method,"""Folin and Wu Method""",title/abstract,15,0,False,Folin[Title/Abstract] AND Wu[Title/Abstract] AND Method[Title/Abstract]
Folin-Wu Method,"""Folin's and Wu's Method""",title/abstract,0,0,False,Folin's[Title/Abstract] AND Wu's[Title/Abstract] AND Method[Title/Abstract]
Folin-Wu Method,"""Folin and Wu's Method""",title/abstract,0,0,False,Folin[Title/Abstract] AND Wu's[Title/Abstract] AND Method[Title/Abstract]
Folin-Wu Method,"""Folin Wu's Method""",title/abstract,0,0,False,Folin[Title/Abstract] AND Wu's[Title/Abstract] AND Method[Title/Abstract]
Folin-Wu Method,"""Folin-Wu's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Folin-Wu Method,"""Method of Folin and Wu""",title/abstract,15,0,False,Method[Title/Abstract] AND Folin[Title/Abstract] AND Wu[Title/Abstract]
Folin-Wu Method,"""Method of Folin Wu""",title/abstract,15,0,False,Method[Title/Abstract] AND Folin[Title/Abstract] AND Wu[Title/Abstract]
Folin-Wu Method,"""Method of Folin-Wu""",title/abstract,14,0,False,Method[Title/Abstract] AND Folin-Wu[Title/Abstract]
Fouchet Test,"""Fouchet Test""",title/abstract,2,0,False,Fouchet[Title/Abstract] AND Test[Title/Abstract]
Fouchet Test,"""Fouchet's Test""",title/abstract,0,0,False,Fouchet's[Title/Abstract] AND Test[Title/Abstract]
Fouchet Test,"""Test of Fouchet""",title/abstract,2,0,False,Test[Title/Abstract] AND Fouchet[Title/Abstract]
Fowler Method,"""Fowler Method""",title/abstract,9,9,True,"""Fowler Method""[Title/Abstract]"
Fowler Method,"""Fowler's Method""",title/abstract,8,8,True,"""Fowler's Method""[Title/Abstract]"
Fowler Method,"""Method of Fowler""",title/abstract,121,0,False,Method[Title/Abstract] AND Fowler[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson-Levy Classification""",title/abstract,1,0,False,Fredrickson-Levy[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson Levy Classification""",title/abstract,1,0,False,Fredrickson[Title/Abstract] AND Levy[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson and Levy Classification""",title/abstract,1,0,False,Fredrickson[Title/Abstract] AND Levy[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson's and Levy's Classification""",title/abstract,0,0,False,Fredrickson's[Title/Abstract] AND Levy's[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson and Levy's Classification""",title/abstract,0,0,False,Fredrickson[Title/Abstract] AND Levy's[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson Levy's Classification""",title/abstract,0,0,False,Fredrickson[Title/Abstract] AND Levy's[Title/Abstract] AND Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Fredrickson-Levy's Classification""",title/abstract,325242,0,False,Classification[Title/Abstract]
Fredrickson-Levy Classification,"""Classification of Fredrickson and Levy""",title/abstract,1,0,False,Classification[Title/Abstract] AND Fredrickson[Title/Abstract] AND Levy[Title/Abstract]
Fredrickson-Levy Classification,"""Classification of Fredrickson Levy""",title/abstract,1,0,False,Classification[Title/Abstract] AND Fredrickson[Title/Abstract] AND Levy[Title/Abstract]
Fredrickson-Levy Classification,"""Classification of Fredrickson-Levy""",title/abstract,1,0,False,Classification[Title/Abstract] AND Fredrickson-Levy[Title/Abstract]
Fresenius-Babo Method,"""Fresenius-Babo Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius Babo Method""",title/abstract,0,0,False,Fresenius[Title/Abstract] AND Babo[Title/Abstract] AND Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius and Babo Method""",title/abstract,0,0,False,Fresenius[Title/Abstract] AND Babo[Title/Abstract] AND Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius' and Babo's Method""",title/abstract,3,0,False,Fresenius'[Title/Abstract] AND Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius's and Babo's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius and Babo's Method""",title/abstract,150,0,False,Fresenius[Title/Abstract] AND Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius Babo's Method""",title/abstract,150,0,False,Fresenius[Title/Abstract] AND Method[Title/Abstract]
Fresenius-Babo Method,"""Fresenius-Babo's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Fresenius-Babo Method,"""Method of Fresenius and Babo""",title/abstract,0,0,False,Method[Title/Abstract] AND Fresenius[Title/Abstract] AND Babo[Title/Abstract]
Fresenius-Babo Method,"""Method of Fresenius Babo""",title/abstract,0,0,False,Method[Title/Abstract] AND Fresenius[Title/Abstract] AND Babo[Title/Abstract]
Fresenius-Babo Method,"""Method of Fresenius-Babo""",title/abstract,2134555,0,False,Method[Title/Abstract]
Freund Method,"""Freund Method""",title/abstract,51,0,False,Freund[Title/Abstract] AND Method[Title/Abstract]
Freund Method,"""Freund's Method""",title/abstract,583,0,False,Freund's[Title/Abstract] AND Method[Title/Abstract]
Freund Method,"""Method of Freund""",title/abstract,51,0,False,Method[Title/Abstract] AND Freund[Title/Abstract]
Friedewald Formula,"""Friedewald Formula""",title/abstract,235,235,True,"""Friedewald Formula""[Title/Abstract]"
Friedewald Formula,"""Friedewald's Formula""",title/abstract,66,66,True,"""Friedewald's Formula""[Title/Abstract]"
Friedewald Formula,"""Formula of Friedewald""",title/abstract,257,0,False,Formula[Title/Abstract] AND Friedewald[Title/Abstract]
Friedman Test,"""Friedman Test""",title/abstract,1507,1507,True,"""Friedman Test""[Title/Abstract]"
Friedman Test,"""Friedman's Test""",title/abstract,404,404,True,"""Friedman's Test""[Title/Abstract]"
Friedman Test,"""Test of Friedman""",title/abstract,2202,0,False,Test[Title/Abstract] AND Friedman[Title/Abstract]
Friedwald Formula,"""Friedwald Formula""",title/abstract,21,21,True,"""Friedwald Formula""[Title/Abstract]"
Friedwald Formula,"""Friedwald's Formula""",title/abstract,10,10,True,"""Friedwald's Formula""[Title/Abstract]"
Friedwald Formula,"""Formula of Friedwald""",title/abstract,24,0,False,Formula[Title/Abstract] AND Friedwald[Title/Abstract]
Frommer Test,"""Frommer Test""",title/abstract,0,0,False,Frommer[Title/Abstract] AND Test[Title/Abstract]
Frommer Test,"""Frommer's Test""",title/abstract,0,0,False,Frommer's[Title/Abstract] AND Test[Title/Abstract]
Frommer Test,"""Test of Frommer""",title/abstract,0,0,False,Test[Title/Abstract] AND Frommer[Title/Abstract]
Garrod method,"""Garrod method""",title/abstract,5,0,False,Garrod[Title/Abstract] AND method[Title/Abstract]
Garrod method,"""Garrod's method""",title/abstract,2,0,False,Garrod's[Title/Abstract] AND method[Title/Abstract]
Garrod method,"""method of Garrod""",title/abstract,5,0,False,method[Title/Abstract] AND Garrod[Title/Abstract]
Gerhardt Test,"""Gerhardt Test""",title/abstract,9,0,False,Gerhardt[Title/Abstract] AND Test[Title/Abstract]
Gerhardt Test,"""Gerhardt's Test""",title/abstract,1,0,False,Gerhardt's[Title/Abstract] AND Test[Title/Abstract]
Gerhardt Test,"""Test of Gerhardt""",title/abstract,9,0,False,Test[Title/Abstract] AND Gerhardt[Title/Abstract]
Gerrard Ureometer,"""Gerrard Ureometer""",title/abstract,0,0,False,Gerrard[Title/Abstract] AND Ureometer[Title/Abstract]
Gerrard Ureometer,"""Gerrard's Ureometer""",title/abstract,0,0,False,Gerrard's[Title/Abstract] AND Ureometer[Title/Abstract]
Gerrard Ureometer,"""Ureometer of Gerrard""",title/abstract,0,0,False,Ureometer[Title/Abstract] AND Gerrard[Title/Abstract]
Gibson-Cooke Method,"""Gibson-Cooke Method""",title/abstract,5,0,False,Gibson-Cooke[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson Cooke Method""",title/abstract,17,0,False,Gibson[Title/Abstract] AND Cooke[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson and Cooke Method""",title/abstract,17,0,False,Gibson[Title/Abstract] AND Cooke[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson's and Cooke's Method""",title/abstract,0,0,False,Gibson's[Title/Abstract] AND Cooke's[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson and Cooke's Method""",title/abstract,1,0,False,Gibson[Title/Abstract] AND Cooke's[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson Cooke's Method""",title/abstract,1,0,False,Gibson[Title/Abstract] AND Cooke's[Title/Abstract] AND Method[Title/Abstract]
Gibson-Cooke Method,"""Gibson-Cooke's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Gibson-Cooke Method,"""Method of Gibson and Cooke""",title/abstract,17,0,False,Method[Title/Abstract] AND Gibson[Title/Abstract] AND Cooke[Title/Abstract]
Gibson-Cooke Method,"""Method of Gibson Cooke""",title/abstract,17,0,False,Method[Title/Abstract] AND Gibson[Title/Abstract] AND Cooke[Title/Abstract]
Gibson-Cooke Method,"""Method of Gibson-Cooke""",title/abstract,5,0,False,Method[Title/Abstract] AND Gibson-Cooke[Title/Abstract]
Gluck method,"""Gluck method""",title/abstract,20,0,False,Gluck[Title/Abstract] AND method[Title/Abstract]
Gluck method,"""Gluck's method""",title/abstract,3,3,True,"""Gluck's method""[Title/Abstract]"
Gluck method,"""method of Gluck""",title/abstract,20,0,False,method[Title/Abstract] AND Gluck[Title/Abstract]
Glynn-Kendal Method,"""Glynn-Kendal Method""",title/abstract,1,0,False,Glynn-Kendal[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn Kendal Method""",title/abstract,6,0,False,Glynn[Title/Abstract] AND Kendal[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn and Kendal Method""",title/abstract,6,0,False,Glynn[Title/Abstract] AND Kendal[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn's and Kendal's Method""",title/abstract,0,0,False,Glynn's[Title/Abstract] AND Kendal's[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn and Kendal's Method""",title/abstract,0,0,False,Glynn[Title/Abstract] AND Kendal's[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn Kendal's Method""",title/abstract,0,0,False,Glynn[Title/Abstract] AND Kendal's[Title/Abstract] AND Method[Title/Abstract]
Glynn-Kendal Method,"""Glynn-Kendal's Method""",title/abstract,2134555,0,False,Method[Title/Abstract]
Glynn-Kendal Method,"""Method of Glynn and Kendal""",title/abstract,6,0,False,Method[Title/Abstract] AND Glynn[Title/Abstract] AND Kendal[Title/Abstract]
Glynn-Kendal Method,"""Method of Glynn Kendal""",title/abstract,6,0,False,Method[Title/Abstract] AND Glynn[Title/Abstract] AND Kendal[Title/Abstract]
Glynn-Kendal Method,"""Method of Glynn-Kendal""",title/abstract,1,0,False,Method[Title/Abstract] AND Glynn-Kendal[Title/Abstract]
Gmelin Test,"""Gmelin Test""",title/abstract,2,2,True,"""Gmelin Test""[Title/Abstract]"
Gmelin Test,"""Gmelin's Test""",title/abstract,0,0,False,Gmelin's[Title/Abstract] AND Test[Title/Abstract]
Gmelin Test,"""Test of Gmelin""",title/abstract,23,0,False,Test[Title/Abstract] AND Gmelin[Title/Abstract]
Goldenberg Procedure,"""Goldenberg Procedure""",title/abstract,4,0,False,Goldenberg[Title/Abstract] AND Procedure[Title/Abstract]
Goldenberg Procedure,"""Goldenberg's Procedure""",title/abstract,0,0,False,Goldenberg's[Title/Abstract] AND Procedure[Title/Abstract]
Goldenberg Procedure,"""Procedure of Goldenberg""",title/abstract,4,0,False,Procedure[Title/Abstract] AND Goldenberg[Title/Abstract]
Gunning Test,"""Gunning Test""",title/abstract,28,0,False,Gunning[Title/Abstract] AND Test[Title/Abstract]
Gunning Test,"""Gunning's Test""",title/abstract,0,0,False,Gunning's[Title/Abstract] AND Test[Title/Abstract]
Gunning Test,"""Test of Gunning""",title/abstract,28,0,False,Test[Title/Abstract] AND Gunning[Title/Abstract]
Gunzburg Test,"""Gunzburg Test""",title/abstract,3,0,False,Gunzburg[Title/Abstract] AND Test[Title/Abstract]
Gunzburg Test,"""Gunzburg's Test""",title/abstract,1,0,False,Gunzburg's[Title/Abstract] AND Test[Title/Abstract]
Gunzburg Test,"""Test of Gunzburg""",title/abstract,3,0,False,Test[Title/Abstract] AND Gunzburg[Title/Abstract]
Guthrie Test,"""Guthrie Test""",title/abstract,125,125,True,"""Guthrie Test""[Title/Abstract]"
Guthrie Test,"""Guthrie's Test""",title/abstract,10,10,True,"""Guthrie's Test""[Title/Abstract]"
Guthrie Test,"""Test of Guthrie""",title/abstract,217,0,False,Test[Title/Abstract] AND Guthrie[Title/Abstract]
Haeckel Enzymic Technique,"""Haeckel Enzymic Technique""",title/abstract,1,0,False,Haeckel[Title/Abstract] AND Enzymic[Title/Abstract] AND Technique[Title/Abstract]
Haeckel Enzymic Technique,"""Haeckel's Enzymic Technique""",title/abstract,0,0,False,Haeckel's[Title/Abstract] AND Enzymic[Title/Abstract] AND Technique[Title/Abstract]
Haeckel Enzymic Technique,"""Enzymic Technique of Haeckel""",title/abstract,1,0,False,Enzymic[Title/Abstract] AND Technique[Title/Abstract] AND Haeckel[Title/Abstract]
Haeser Coefficient,"""Haeser Coefficient""",title/abstract,0,0,False,Haeser[Title/Abstract] AND Coefficient[Title/Abstract]
Haeser Coefficient,"""Haeser's Coefficient""",title/abstract,0,0,False,Haeser's[Title/Abstract] AND Coefficient[Title/Abstract]
Haeser Coefficient,"""Coefficient of Haeser""",title/abstract,0,0,False,Coefficient[Title/Abstract] AND Haeser[Title/Abstract]
Hagedorn-Jensen Method,"""Hagedorn-Jensen Method""",title/abstract,9,9,True,"""Hagedorn-Jensen Method""[Title/Abstract]"
Hagedorn-Jensen Method,"""Hagedorn Jensen Method""",title/abstract,9,9,True,"""Hagedorn Jensen Method""[Title/Abstract]"
Hagedorn-Jensen Method,"""Hagedorn and Jensen Method""",title/abstract,15,0,False,Hagedorn[Title/Abstract] AND Jensen[Title/Abstract] AND Method[Title/Abstract]
Hagedorn-Jensen Method,"""Hagedorn's and Jensen's Method""",title/abstract,0,0,False,Hagedorn's[Title/Abstract] AND Jensen's[Title/Abstract] AND Method[Title/Abstract]
Hagedorn-Jensen Method,"""Hagedorn and Jensen's Method""",title/abstract,1,0,False,Hagedorn[Title/Abstract] AND Jensen's[Title/Abstract] AND Method[Title/Abstract]
Hagedorn-Jensen Method,"""Hagedorn Jensen's Method""",title/abstract,1,0,False,Hagedorn[Title/Abstract] AND Jensen's[Title/Abstract] AND Method[Title/Abstract]
Hagedorn-Jensen Method,"""Hagedorn-Jensen's Method""",title/abstract,1,0,False,Hagedorn-Jensen's[Title/Abstract] AND Method[Title/Abstract]
Hagedorn-Jensen Method,"""Method of Hagedorn and Jensen""",title/abstract,15,0,False,Method[Title/Abstract] AND Hagedorn[Title/Abstract] AND Jensen[Title/Abstract]
Hagedorn-Jensen Method,"""Method of Hagedorn Jensen""",title/abstract,15,0,False,Method[Title/Abstract] AND Hagedorn[Title/Abstract] AND Jensen[Title/Abstract]
Hagedorn-Jensen Method,"""Method of Hagedorn-Jensen""",title/abstract,12,0,False,Method[Title/Abstract] AND Hagedorn-Jensen[Title/Abstract]
Haines Test,"""Haines Test""",title/abstract,7,0,False,Haines[Title/Abstract] AND Test[Title/Abstract]
Haines Test,"""Haines' Test""",title/abstract,0,0,False,Haines'[Title/Abstract] AND Test[Title/Abstract]
Haines Test,"""Haines's Test""",title/abstract,0,0,False,Haines's[Title/Abstract] AND Test[Title/Abstract]
Haines Test,"""Test of Haines""",title/abstract,7,0,False,Test[Title/Abstract] AND Haines[Title/Abstract]
Haldane Method,"""Haldane Method""",title/abstract,8,8,True,"""Haldane Method""[Title/Abstract]"
Haldane Method,"""Haldane's Method""",title/abstract,5,5,True,"""Haldane's Method""[Title/Abstract]"
Haldane Method,"""Method of Haldane""",title/abstract,137,0,False,Method[Title/Abstract] AND Haldane[Title/Abstract]
Hall Purinometer,"""Hall Purinometer""",title/abstract,11513,0,False,Hall[Title/Abstract]
Hall Purinometer,"""Hall's Purinometer""",title/abstract,198,0,False,Hall's[Title/Abstract]
Hall Purinometer,"""Purinometer of Hall""",title/abstract,11513,0,False,Hall[Title/Abstract]
Hammarsten Test,"""Hammarsten Test""",title/abstract,1,0,False,Hammarsten[Title/Abstract] AND Test[Title/Abstract]
Hammarsten Test,"""Hammarsten's Test""",title/abstract,0,0,False,Hammarsten's[Title/Abstract] AND Test[Title/Abstract]
Hammarsten Test,"""Test of Hammarsten""",title/abstract,1,0,False,Test[Title/Abstract] AND Hammarsten[Title/Abstract]
Hammerschlag Method,"""Hammerschlag Method""",title/abstract,0,0,False,Hammerschlag[Title/Abstract] AND Method[Title/Abstract]
Hammerschlag Method,"""Hammerschlag's Method""",title/abstract,1,0,False,Hammerschlag's[Title/Abstract] AND Method[Title/Abstract]
Hammerschlag Method,"""Method of Hammerschlag""",title/abstract,0,0,False,Method[Title/Abstract] AND Hammerschlag[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten-Salkowski Test""",title/abstract,1489563,0,False,Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten Salkowski Test""",title/abstract,0,0,False,Hammersten[Title/Abstract] AND Salkowski[Title/Abstract] AND Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten and Salkowski Test""",title/abstract,0,0,False,Hammersten[Title/Abstract] AND Salkowski[Title/Abstract] AND Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten's and Salkowski's Test""",title/abstract,3,0,False,Salkowski's[Title/Abstract] AND Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten and Salkowski's Test""",title/abstract,0,0,False,Hammersten[Title/Abstract] AND Salkowski's[Title/Abstract] AND Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten Salkowski's Test""",title/abstract,0,0,False,Hammersten[Title/Abstract] AND Salkowski's[Title/Abstract] AND Test[Title/Abstract]
Hammersten-Salkowski Test,"""Hammersten-Salkowski's Test""",title/abstract,1489563,0,False,Test[Title/Abstract]
Hammersten-Salkowski Test,"""Test of Hammersten and Salkowski""",title/abstract,0,0,False,Test[Title/Abstract] AND Hammersten[Title/Abstract] AND Salkowski[Title/Abstract]
Hammersten-Salkowski Test,"""Test of Hammersten Salkowski""",title/abstract,0,0,False,Test[Title/Abstract] AND Hammersten[Title/Abstract] AND Salkowski[Title/Abstract]
Hammersten-Salkowski Test,"""Test of Hammersten-Salkowski""",title/abstract,1489563,0,False,Test[Title/Abstract]
Hanger test,"""Hanger test""",title/abstract,17,17,True,"""Hanger test""[Title/Abstract]"
Hanger test,"""Hanger's test""",title/abstract,5,5,True,"""Hanger's test""[Title/Abstract]"
Hanger test,"""test of Hanger""",title/abstract,48,0,False,test[Title/Abstract] AND Hanger[Title/Abstract]
Harrison Spot Test,"""Harrison Spot Test""",title/abstract,0,0,False,Harrison[Title/Abstract] AND Spot[Title/Abstract] AND Test[Title/Abstract]
Harrison Spot Test,"""Harrison's Spot Test""",title/abstract,0,0,False,Harrison's[Title/Abstract] AND Spot[Title/Abstract] AND Test[Title/Abstract]
Harrison Spot Test,"""Spot Test of Harrison""",title/abstract,0,0,False,Spot[Title/Abstract] AND Test[Title/Abstract] AND Harrison[Title/Abstract]
